id,k,lattice,group,orbifold
ctrnact-13_346-4e2_4j3_4k2_5b6-1,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k2_5b6-17,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k2_5b6-2,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k2_5b6-20,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k2_5b6-21,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k2_5b6-24,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k2_5b6-7,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k2_5b6-8,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k4_5b4-18,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k4_5b4-19,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k4_5b4-21,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k4_5b4-24,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k4_5b4-25,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k4_5b4-28,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k4_5b4-30,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k4_5b4-31,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k6_5b2-11,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k6_5b2-33,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k6_5b2-36,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k6_5b2-37,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j3_4k6_5b2-40,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k6_5b2-5,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k6_5b2-7,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j3_4k6_5b2-9,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j4_4k2_4u_5b4-1,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j4_4k2_4u_5b4-5,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k2_4u2_5b2-10,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k2_4u2_5b2-12,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k2_4u2_5b2-2,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k2_4u2_5b2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k2_5b2_6j2-1,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k2_5b2_6j2-12,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k2_5b2_6j2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k2_5b2_6j2-9,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k4_5d2-1,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_4k4_5d2-12,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k4_5d2-7,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_4k4_5d2-9,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_5b4_5d2-10,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_5b4_5d2-12,13,rectangular,pmg,22*
ctrnact-13_346-4e2_4j5_5b4_5d2-2,13,rectangular,pgg,22×
ctrnact-13_346-4e2_4j5_5b4_5d2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e3_4j3_4k2_4u_5b4-2,13,rectangular,pgg,22×
ctrnact-13_346-4e3_4j3_4k2_4u_5b4-6,13,rectangular,pgg,22×
ctrnact-13_346-4e3_4j4_4k2_5b2_5d2-1,13,rectangular,pgg,22×
ctrnact-13_346-4e3_4j4_4k2_5b2_5d2-3,13,rectangular,pgg,22×
ctrnact-13_346-4e3_4j4_4k2_5b2_5d2-5,13,rectangular,pgg,22×
ctrnact-13_346-4e3_4j4_4k2_5b2_5d2-7,13,rectangular,pgg,22×
ctrnact-13_346-4e4_4j3_4k2_4u2_5b2-2,13,rectangular,pgg,22×
ctrnact-13_346-4e4_4j3_4k2_4u2_5b2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e4_4j3_4k2_5b2_6j2-1,13,rectangular,pgg,22×
ctrnact-13_346-4e4_4j3_4k2_5b2_6j2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e4_4j3_4k4_5d2-3,13,rectangular,pmg,22*
ctrnact-13_346-4e4_4j3_4k4_5d2-5,13,rectangular,pgg,22×
ctrnact-13_346-4e4_4j3_5b4_5d2-2,13,rectangular,pgg,22×
ctrnact-13_346-4e4_4j3_5b4_5d2-4,13,rectangular,pmg,22*
ctrnact-13_346-4e_4j4_4k4_5b4-1,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j4_4k4_5b4-3,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j4_4k4_5b4-5,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j4_4k4_5b4-6,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j5_4k2_4u_5b4-2,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j5_4k2_4u_5b4-6,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j6_4k2_5b2_5d2-1,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j6_4k2_5b2_5d2-3,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j6_4k2_5b2_5d2-5,13,rectangular,pgg,22×
ctrnact-13_346-4e_4j6_4k2_5b2_5d2-7,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k2_5b6-1,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k2_5b6-17,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k2_5b6-2,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k2_5b6-20,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k2_5b6-21,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k2_5b6-24,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k2_5b6-7,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k2_5b6-8,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k4_5b4-34,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k4_5b4-35,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k4_5b4-37,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k4_5b4-40,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k4_5b4-41,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k4_5b4-44,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k4_5b4-46,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k4_5b4-47,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k6_5b2-1,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k6_5b2-13,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k6_5b2-15,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k6_5b2-3,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k6_5b2-33,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k6_5b2-36,13,rectangular,pmg,22*
ctrnact-13_346-4j5_4k6_5b2-37,13,rectangular,pgg,22×
ctrnact-13_346-4j5_4k6_5b2-40,13,rectangular,pmg,22*
ctrnact-13_346-4j6_4k2_4u_5b4-1,13,rectangular,pgg,22×
ctrnact-13_346-4j6_4k2_4u_5b4-5,13,rectangular,pgg,22×
ctrnact-13_346-4j7_4k2_4u2_5b2-2,13,rectangular,pgg,22×
ctrnact-13_346-4j7_4k2_4u2_5b2-4,13,rectangular,pmg,22*
ctrnact-13_346-4j7_4k2_5b2_6j2-1,13,rectangular,pgg,22×
ctrnact-13_346-4j7_4k2_5b2_6j2-4,13,rectangular,pmg,22*
ctrnact-13_346-4j7_4k4_5d2-1,13,rectangular,pgg,22×
ctrnact-13_346-4j7_4k4_5d2-7,13,rectangular,pmg,22*
ctrnact-13_346-4j7_5b4_5d2-2,13,rectangular,pgg,22×
ctrnact-13_346-4j7_5b4_5d2-4,13,rectangular,pmg,22*
ctrnact-13_36-4e2_4g_4j6_5b4-1,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4g_4j6_5b4-11,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4g_4j6_5b4-13,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4g_4j6_5b4-17,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4g_4j6_5b4-18,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4g_4j6_5b4-3,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4j4_5b6_6j-1,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4j4_5b6_6j-7,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4j9_5b2-1,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4j9_5b2-5,13,rectangular,pgg,22×
ctrnact-13_36-4e2_4j9_5b2-9,13,rectangular,pgg,22×
ctrnact-13_36-4e3_4i_4j5_5b4-1,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4i_4j5_5b4-13,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4i_4j5_5b4-3,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4i_4j5_5b4-5,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4i_4j5_5b4-7,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4i_4j5_5b4-9,13,rectangular,pmg,22*
ctrnact-13_36-4e3_4j3_5b6_6j-10,13,rectangular,pgg,22×
ctrnact-13_36-4e3_4j3_5b6_6j-18,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4g_4j4_5b4-15,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4g_4j4_5b4-47,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4g_4j4_5b4-7,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4j7_5b2-1,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4j7_5b2-11,13,rectangular,pgg,22×
ctrnact-13_36-4e4_4j7_5b2-5,13,rectangular,pgg,22×
ctrnact-13_36-4e5_4i_4j3_5b4-1,13,rectangular,pmg,22*
ctrnact-13_36-4e5_4i_4j3_5b4-3,13,rectangular,pmg,22*
ctrnact-13_36-4e5_4i_4j3_5b4-5,13,rectangular,pmg,22*
ctrnact-13_36-4e6_4j5_5b2-1,13,rectangular,pgg,22×
ctrnact-13_36-4e_4i_4j7_5b4-1,13,rectangular,pmg,22*
ctrnact-13_36-4e_4i_4j7_5b4-3,13,rectangular,pmg,22*
ctrnact-13_36-4e_4i_4j7_5b4-5,13,rectangular,pmg,22*
ctrnact-13_36-4e_4j4_5b8-1,13,rectangular,pgg,22×
ctrnact-13_36-4e_4j4_5b8-2,13,rectangular,pgg,22×
ctrnact-13_36-4e_4j5_5b6_6j-2,13,rectangular,pgg,22×
ctrnact-13_36-4e_4j5_5b6_6j-6,13,rectangular,pgg,22×
ctrnact-13_36-4g_4j8_5b4-1,13,rectangular,pgg,22×
ctrnact-13_36-4g_4j8_5b4-3,13,rectangular,pgg,22×
ctrnact-13_36-4g_4j8_5b4-5,13,rectangular,pgg,22×
ctrnact-13_36-4j11_5b2-1,13,rectangular,pgg,22×
ctrnact-13_36-4j6_5b6_6j-1,13,rectangular,pgg,22×
ctrnact-13_36-4j6_5b6_6j-5,13,rectangular,pgg,22×
